time,v,w
33.497,0.024108674167881657,-0.04397418087310198
33.547,0.020691386285034353,0.06185707997410879
33.597,0.02410081496143909,-0.023634070139177028
33.646,0.012559218357986663,-0.03306383267328389
33.696,0.023449032796856943,0.0029868644592899265
33.746,0.0175604648272642,-0.013111777817920252
33.797,0.026362232465962473,-0.04119389013080357
33.846,0.026861102088363377,0.0017440020191042344
33.897,0.018166776839342817,-0.04766383712905002
33.946,0.0314439003364095,0.02572535835612681
33.997,0.03668338957443062,-0.05090422213423999
34.046,0.03714140211009133,0.014927016416662673
34.096,0.06507653957784687,0.02057907781757097
34.147,0.08158264312685283,-0.024476923471434417
34.197,0.09598886025472943,0.045287340042090736
34.246,0.08863293521188662,0.01182155623431515
34.297,0.11642858709395139,0.06311639475381495
34.346,0.13329594078384605,0.042482271033215904
34.396,0.14568555815610307,0.01933808091442385
34.447,0.15728309511709643,-0.05403096577605739
34.496,0.16618628071140124,-0.017264169072021864
34.546,0.18459621611214702,0.002180327346796538
34.596,0.1970181188291917,0.005121285200536853
34.646,0.19702806129923764,-0.029831968820852223
34.696,0.20324695092404862,-0.06993528322309729
34.747,0.21916145789199878,0.025490519188969597
34.796,0.22460330088819708,-0.038657616947905114
34.846,0.24695481856465748,-0.08125440414004871
34.897,0.2666191040950503,0.09731240988371885
34.946,0.26989869604150646,0.0392154264484497
34.997,0.2681681713156107,-0.0068617660242264586
35.046,0.29680072710404454,0.042721476353958864
35.096,0.3034781609660926,0.0292574149135491
35.146,0.3376583753721271,0.013620080686412194
35.197,0.32777702756872884,0.045940502634958094
35.246,0.3285461339173463,0.03259856912281819
35.296,0.3499293812164478,-0.013675706280426699
35.346,0.3855232919741083,0.01929841589348538
35.396,0.38079801734408936,0.059364836860238135
35.446,0.39462378973617135,0.06189431911921831
35.497,0.3885372885145835,0.04087083719022664
35.546,0.4268128367999877,-0.0007275191339393578
35.597,0.45090253199117875,0.010550038429605817
35.646,0.44201719794403654,0.008398196015986886
35.697,0.46288505962580423,-0.008467944225570805
35.746,0.46675583816754,-0.06255623602354698
35.797,0.4779868044935016,-0.0316605879109611
35.847,0.46623008704461166,-0.02599335978510126
35.896,0.5092372435599287,-0.08568841493853514
35.946,0.5024245869957076,-0.04459672173761757
35.996,0.49430699833699693,0.08177211165367747
36.046,0.5068115249758479,0.03255640217120703
36.097,0.5226237310017059,-0.002927127752560186
36.146,0.5376420659662287,0.009838295916150801
36.197,0.5261491306797363,0.04068967694284077
36.247,0.5086183892441651,-0.023144719307737212
36.296,0.5031548335643963,0.007145396543963425
36.346,0.5130931480651193,-0.006326704126908374
36.396,0.5092911317160471,-0.03057668704138283
36.446,0.518581996740544,-0.014463227719502906
36.496,0.519988440831578,-0.08208838776075113
36.546,0.5216165663253782,-0.04163049208256892
36.597,0.5166136391162329,0.08947749415374691
36.646,0.516336495554665,-0.11320583860882129
36.696,0.525686339336776,0.018667190261708225
36.746,0.5146719480212736,0.06349657547286786
36.797,0.5083623228824906,0.05149206254196953
36.846,0.5142585717887272,0.018675398624892293
36.897,0.5175276903122135,0.03756821776967518
36.946,0.5219919692368289,0.08864797520794278
36.997,0.5082553139417656,-0.06913137787943031
37.046,0.505311339555257,0.009771775919815736
37.097,0.5174589383577642,-0.014554698761017788
37.147,0.5127490454774464,-0.058463151180704796
37.197,0.5201816520869565,-0.030809203210576917
37.246,0.5234889845757441,-0.05694442852514573
37.297,0.5153460548712836,0.050971332377211895
37.347,0.49970828897089026,0.022749780483304106
37.397,0.5001742715214297,0.03560949106806869
37.446,0.5269837677609877,-0.03473435331697168
37.497,0.5210247160434001,-0.08412634065410936
37.546,0.5235146962977106,0.04364153474670513
37.597,0.5370975801418202,-0.06599553448953742
37.646,0.5104034369349585,-0.01356414582311206
37.697,0.5132422910466492,0.04805996624831285
37.746,0.5051536595609795,0.006446064765517958
37.797,0.505250991032488,-0.00804864984191644
37.846,0.4974747748081213,-0.02000846174699758
37.897,0.5155112842266726,0.08030098078868093
37.946,0.5153141014198129,-0.013497330442858802
37.997,0.5120661681988066,-0.04783788936064415
38.047,0.5109942597707905,0.09217764592823163
38.097,0.4953291959418621,0.030710349341496072
38.146,0.5311968123836488,-0.05420049682694037
38.196,0.5106735352309133,-0.016168854520045888
38.246,0.5103287032762445,-0.001999201551107842
38.296,0.5120467569377418,-0.007062157297863774
38.346,0.5030510127668933,0.10966858278159745
38.397,0.5187556806275607,-0.10549500583763151
38.446,0.5270688052263134,0.008734551845496284
38.496,0.5079620920954029,-0.047303824513968494
38.546,0.5313937011934228,0.047118569010423515
38.597,0.5259602615383633,0.043095092771162725
38.646,0.5111750821044396,0.07856958091091408
38.697,0.502557979324977,0.054188806896192585
38.746,0.5060755917928065,0.008892955373388661
38.796,0.5114355420015833,-0.0779074316040251
38.846,0.5254660019695967,0.017299174279782722
38.897,0.5075455985263547,0.015035751873646676
38.946,0.527527883176938,-0.045788073370228256
38.997,0.5203291675733065,-0.009336573388247102
39.047,0.4963425283003559,-0.02467787565332322
39.097,0.5149895254507469,0.029947834157033715
39.146,0.509082732368776,-0.04784962088082388
39.197,0.5196300985400159,0.056050623989279014
39.246,0.50335569257931,-0.04854807186902631
39.297,0.535907809794402,0.0904655077617538
39.346,0.5429412325703549,0.045548829523224074
39.397,0.5388524351581185,0.08654733676522017
39.447,0.5418529374850665,0.0195036137327888
39.496,0.5321635875541191,-0.03407873134426761
39.546,0.531500712837393,-0.13290990278234158
39.596,0.5282154668439267,0.03986073679545587
39.646,0.5333595073826463,-0.005810152864531946
39.697,0.5492762925318799,0.00626752018247834
39.746,0.5467593878214744,-0.04071033711332139
39.797,0.5549196928158162,0.10819967304693492
39.846,0.5318259991877496,0.05701327762314663
39.897,0.5172131913575135,0.0005963823659596548
39.947,0.5227899333610038,-0.0008959039136675123
39.997,0.5364658798127792,-0.04091289636217267
40.046,0.5413884024457944,-0.024315275192255008
40.096,0.5341631499240671,0.012021919128932246
40.146,0.5302689511358677,0.04244758785373804
40.197,0.5307050292419327,0.061919552020892006
40.246,0.5387946249626044,0.0250896100435446
40.297,0.5328252784617523,0.05783248375816428
40.346,0.5373714412768508,-0.025514634655662
40.397,0.5260978623076913,-0.08139231107092121
40.446,0.5278671913513917,-0.0472386327056808
40.497,0.5292083493978434,0.0077936482808523755
40.546,0.5513476211624658,0.012875582419952432
40.597,0.5316313095647353,0.024000657431784256
40.647,0.5440319608815134,-0.03813323261520269
40.697,0.5261598992157543,-0.07411070840416337
40.746,0.5328338155535334,0.07678895246673477
40.797,0.5190904268113932,-0.13798346081269
40.846,0.542304606896326,-0.028760764043818995
40.897,0.5409111749217772,-0.03567235343355496
40.946,0.5477784433899028,-0.041840595975672246
40.997,0.533095136622979,-0.0288298113552469
41.046,0.54706642693747,0.03364766300480635
41.096,0.5355674469755421,0.05277223861087558
41.146,0.5427230904687654,0.07302441457296933
41.197,0.5405837754833873,0.15033519293034914
41.246,0.5189733959500503,0.21368646884709352
41.297,0.531771612235882,0.13833097600539157
41.347,0.5372027876530756,0.1947128065431794
41.397,0.5192529264706524,0.14349355815068932
41.446,0.537872896377398,0.4257133483906315
41.497,0.5335189392056993,0.3160582348628077
41.547,0.5243012670705754,0.3960180049426452
41.597,0.5348931115883703,0.39502744206823287
41.646,0.529968734748959,0.464067307310185
41.696,0.53566562599778,0.4667102941661599
41.747,0.5416598246530413,0.3942293394962928
41.797,0.538326823773334,0.420725815915702
41.846,0.5245656232192009,0.2997652350601278
41.897,0.5400542621720182,0.29105251855216974
41.946,0.5212742715519703,0.20490600030187311
41.997,0.5349709128042994,0.21965354630496148
42.046,0.5449041047853515,0.20939220849563495
42.097,0.525519501415287,0.11639348576179036
42.146,0.5326598886238288,0.06481529134594548
42.196,0.5545895669336997,-0.00853907178215896
42.246,0.531785819707165,-0.030744667980567013
42.297,0.5516714339464727,-0.05409335618236277
42.346,0.5412789430858727,0.04504622719836974
42.397,0.5218328660442274,-0.01847349427734841
42.446,0.5448494612715769,-0.04781276864412964
42.497,0.5355603781437561,0.10010386620510947
42.547,0.543509541889027,0.13756523708848495
42.596,0.5246245173060226,0.09143975570701363
42.646,0.5428038404651032,0.1125261185718484
42.697,0.559798438280254,0.084982092192443
42.746,0.5324378750884321,0.2794832843637233
42.797,0.5348799528492373,0.23135771412265027
42.846,0.548674870043721,0.4089718075942672
42.896,0.5318932285292877,0.2773396491846557
42.946,0.5501028830262777,0.4412561089192704
42.997,0.5378969710105714,0.4408001922872461
43.046,0.528918167527996,0.6454431930589237
43.097,0.5462530135387037,0.5286001948117384
43.147,0.5253424768578585,0.6726030095333135
43.197,0.5344270287362534,0.6500355004214633
43.246,0.5503928146770157,0.6330340616548981
43.296,0.5277313833225764,0.718470506184023
43.346,0.5150485084511298,0.5921012497033449
43.396,0.5335569002276528,0.5629103053134636
43.447,0.5373262664684018,0.5167921640605624
43.497,0.5511780778469763,0.4276236739077892
43.547,0.5310416658301433,0.42261633509675184
43.596,0.535272891047154,0.34041917732213417
43.647,0.5406842898457022,0.26396050579375296
43.697,0.5331215834035409,0.2532362677889358
43.746,0.5334247181069308,0.11258262029686472
43.797,0.5331683095718774,0.20486679523846818
43.847,0.5312794003263898,0.13156193380607617
43.897,0.5398629169713686,0.010059573289617499
43.946,0.5423298499667693,0.004855046538080221
43.997,0.5342922035929548,0.15666714368616852
44.046,0.5366870077030436,0.12566699647407703
44.096,0.5260172511834232,0.1769930629577563
44.146,0.5515799933374131,0.3327351762737019
44.197,0.5402378824185936,0.31299150227617756
44.246,0.5450609443698058,0.33012126085151317
44.297,0.4844657156066194,0.438133421751398
44.346,0.4942120780130448,0.4616087090310161
44.397,0.5093810321460959,0.47982832801997555
44.446,0.4906672750398364,0.5543347551421332
44.497,0.5024181763699966,0.6437121024224394
44.546,0.5150220277624163,0.6402529198867803
44.597,0.5003222683503111,0.6342226111357353
44.646,0.4953366635872202,0.6124464279949934
44.697,0.492462044573367,0.6316053138175336
44.746,0.4714709908535946,0.5886270306583353
44.797,0.4818565895473109,0.4739531118105554
44.846,0.47954562219709773,0.38319952217927905
44.896,0.4966616373707902,0.33270402216485884
44.946,0.5112188849810505,0.20469684997544912
44.997,0.5096354226094645,0.25732524183514066
45.046,0.5024566714252093,0.2371333497568108
45.097,0.5166960203498328,0.11126675043139053
45.146,0.5009051109669979,0.11537621953824004
45.197,0.49010150715697737,0.007318911871535529
45.246,0.5003441207673031,0.04141855486810721
45.297,0.4974601440808886,-0.07848493966672321
45.346,0.4978980403098191,0.03292625808093924
45.397,0.49833760654846654,0.027188018428341836
45.446,0.4743135956265022,0.0006904995986820377
45.496,0.49429940758037794,-0.024378221745808462
45.546,0.5082524338211295,0.03099660125908613
45.597,0.49756178237173143,0.038862798486361
45.646,0.5094564067651901,0.0914521402805111
45.697,0.49778398044257727,0.05640580996934351
45.746,0.4910954458464097,0.23009904543134102
45.797,0.504811844420742,0.21924455067663573
45.846,0.49170197579395597,0.11000724793337324
45.896,0.5004386357700543,0.09908853027593359
45.946,0.5177985791425596,-0.014048095327746167
45.997,0.4942160692677316,0.012664514508802396
46.046,0.5149963853907055,-0.01143840429413203
46.096,0.49812996829477807,0.019041596943488705
46.146,0.49464827883746815,0.0010108687443659268
46.197,0.4815241780202649,0.016424290268356383
46.246,0.4781785311275882,-0.036236501981132166
46.296,0.48149773414661695,0.06250110893517248
46.346,0.5091824077790347,0.03149069605352486
46.396,0.5069133777336002,0.10557433271252618
46.446,0.4961169293263475,0.019166396515227224
46.497,0.48922366456971894,0.12297108775781651
46.546,0.5138075870118001,0.22280163923255986
46.597,0.502832777078575,0.330756391896919
46.646,0.5050020493849471,0.1806498186783388
46.696,0.5115831712887039,0.315589912352556
46.746,0.49252384604084637,0.40315340156978285
46.797,0.5107578653266496,0.4072072525666347
46.847,0.4949268185839776,0.430774451399726
46.897,0.5195440553968064,0.5073867926343707
46.946,0.5330317491842321,0.6104042008987547
46.997,0.5347891872074972,0.6244152639985763
47.046,0.5284668132366993,0.6167928016915831
47.097,0.513863695613809,0.5892246372392406
47.146,0.4928061904590362,0.5724736249738418
47.196,0.48545284999065424,0.5795260874342026
47.246,0.49253254096453314,0.5056613733294452
47.297,0.477219748178511,0.5008984961620355
47.346,0.4984097696580043,0.32129832948548265
47.397,0.5033353033564164,0.2941080600173266
47.446,0.49944838970912353,0.2653944683214996
47.496,0.4920355933556089,0.29119859881687143
47.547,0.5150010327641165,0.25227287466835296
47.597,0.4894032230910268,0.2711764674311035
47.646,0.48832055636041916,0.13819437059434075
47.697,0.5114372523660392,0.09845080736343259
47.746,0.5103253245791541,0.04876102954807124
47.796,0.5113606015894562,-0.08752537645051263
47.846,0.5021682135086919,-0.11127214312624872
47.897,0.5008746964689763,-0.14346555777242062
47.946,0.5190040146179351,-0.11891493826035085
47.997,0.489305192299805,-0.1780595541261392
48.046,0.5120181143808552,-0.29631685226089954
48.097,0.5063875760077351,-0.3366548932536393
48.147,0.5265003777912237,-0.3864469100583563
48.197,0.5050316996297282,-0.3189732764194673
48.246,0.49740061428979293,-0.42989498521009567
48.297,0.49240452148396113,-0.4422346634030294
48.347,0.4902974041470272,-0.4808870340576342
48.397,0.5003388347715668,-0.5089830472202561
48.447,0.5067627721155545,-0.3730774452882945
48.496,0.4868953120358195,-0.3358224913230537
48.545,0.49463006934739384,-0.2072380243788584
48.596,0.5008147376408135,-0.3245712486859156
48.646,0.5063123659941692,-0.2301082356111583
48.697,0.5204968370968768,-0.16094318116884052
48.746,0.505326455972226,-0.16040296767611226
48.797,0.5047310547099457,-0.07936222247900214
48.847,0.5069157541151341,-0.1515165459483783
48.897,0.5015076891388416,-0.002607454573527142
48.946,0.49938028903177956,-0.09462761007640928
48.996,0.5169130058493919,-0.016918008702120294
49.047,0.5010829152489364,-0.018719225046268086
49.097,0.49266442459013016,-0.003931743008307462
49.146,0.5038374183624902,-0.07271812345503703
49.197,0.48560182492696236,0.04857460862834909
49.246,0.49674324909464596,0.03347050726796735
49.297,0.47469907223731134,0.1352513041501789
49.346,0.484644594334477,-0.024357016870857895
49.397,0.47683654018340477,0.24171798090472865
49.446,0.47534177286979196,0.20082120374380658
49.496,0.47394837443432414,0.21395136138215298
49.546,0.48049744738337624,0.32118983361187137
49.597,0.4907206554440848,0.3677192544471899
49.647,0.464475667596382,0.29507201644625214
49.696,0.471806275562555,0.38933179663936296
49.746,0.4635829081070435,0.32858012542810766
49.797,0.4756704677872801,0.33514618414797065
49.846,0.4849531531498251,0.3276524196171957
49.897,0.4727706754139803,0.25078357565326515
49.946,0.46710356069543235,0.2571150487323293
49.997,0.4906892761523469,0.14189042038213817
50.046,0.4749556132441529,0.09140284894581564
50.097,0.47959716064057367,0.07576951413838648
50.146,0.4679455933848805,0.09586332154398548
50.196,0.48005689718399874,0.0027379438179877995
50.246,0.47894903990388,-0.008742362048353014
50.296,0.47130687791864756,0.06974703902731247
50.346,0.4757853432654872,-0.047423925409756644
50.397,0.4822459099423936,0.1009976389928796
50.446,0.48112242674222305,0.015618274562224324
50.496,0.47825168046027833,0.01410918088390554
50.546,0.4758507881388179,0.0713277653588068
50.597,0.4948872591829262,-0.09060567668736824
50.647,0.46611958317518504,0.06662447320602377
50.696,0.4709781103115311,-0.06494128214854708
50.747,0.47576509825598307,-0.0051465685159075795
50.797,0.4820178897818706,-0.06597587750607035
50.846,0.4592902890614784,-0.06486892696213259
50.897,0.48989944896355225,0.07707239918737409
50.947,0.4782662026800845,-0.03772596060306955
50.996,0.47538370882132674,0.006507771973152634
51.046,0.4753127891226523,-0.06453985423581218
51.096,0.4818631535137836,0.023265711577784304
51.146,0.46965106655744693,0.036388624134293744
51.197,0.4957079250907595,0.01816834899420797
51.246,0.4722423286666338,-0.048836013646133804
51.297,0.4679121595091017,-0.09450729777143055
51.347,0.4751597906831074,0.006926416646058994
51.397,0.4713840004076953,0.03826264131767918
51.446,0.4619721371970256,-0.10941261973774084
51.497,0.49840338713904614,-0.08553471402880963
51.546,0.4779681723535968,-0.056883228422842165
51.597,0.48669942183662135,-0.07659475558967795
51.646,0.4483653677470678,-0.005668259069114147
51.697,0.4944775524370513,-0.04473645027290588
51.747,0.474676420351114,0.025776038214814733
51.797,0.4854789144466376,-0.025759726685377494
51.846,0.48070128606082274,-0.0009289753461686511
51.897,0.4800183138897149,-0.06687481935412896
51.946,0.4819510061249598,0.01330026712533871
51.997,0.4854353501142051,-0.00712376208537868
52.046,0.4915811857047658,-0.08381143143430823
52.096,0.4709909201129324,-0.0257297432157304
52.146,0.47473265632414985,0.06761220390478209
52.197,0.48309562667118944,0.056731488436546594
52.246,0.48869216370232726,-0.07837617273391095
52.297,0.4730991520838518,-0.009688110235517093
52.346,0.4870344721656851,0.017207465830178355
52.396,0.4923571950940595,0.09069909446493768
52.446,0.48536882324212766,-0.012938931266875505
52.496,0.4753676001389984,0.040596434349278725
52.547,0.48363116265802847,0.008645503454649725
52.597,0.4706051364394805,0.0008978164603699071
52.647,0.48533911287410814,0.036299988159659236
52.697,0.48585190670704803,-0.03562971548282678
52.746,0.47454963376294446,-0.0770830670258602
52.797,0.4781317009464713,-0.15013976904161458
52.846,0.4911371409807875,-0.11112327486382281
52.896,0.4814362391739424,-0.18295376097243699
52.946,0.48295518698461437,-0.11198003132801926
52.997,0.4844544872933588,-0.09628797582313878
53.047,0.4722172296539608,0.09464692566041805
53.097,0.4857650398781188,-0.022254064072176456
53.146,0.5069670142316421,-0.016100230997006425
53.196,0.48380189787647626,0.007594055332453502
53.247,0.4661836071213854,-0.027693614917977158
53.297,0.48364288707258746,-0.03774614593141549
53.346,0.46272181458370404,0.04132932708141715
53.397,0.46848751652724174,0.04990714804136702
53.447,0.47522779088929507,-0.06355834208910517
53.497,0.4770982946636689,0.07157215957910339
53.546,0.4948143474263521,0.06167216339548175
53.597,0.4866671982492429,0.007819396590806382
53.646,0.4664419742035631,-0.05505826225606683
53.697,0.4843093112572394,-0.07741129007180614
53.746,0.47049231694634386,-0.21584135517827924
53.797,0.4765659485383308,-0.1387087982499181
53.847,0.48051651812512747,-0.06501736103897265
53.896,0.4907786533670096,-0.03607497763137442
53.946,0.47078139390603685,-0.061902721795131455
53.997,0.4854987940697137,-0.033387984775722926
54.046,0.48124858887380817,-0.021767736843061936
54.096,0.49144044353650806,0.02622392720492737
54.146,0.4786868566438614,-0.017213117168255698
54.196,0.48452122699094224,0.06254892641211894
54.246,0.48206741934228203,-0.008931525282859594
54.297,0.5020084132990628,-0.0094370015713515
54.347,0.47219967255022083,0.06452477177734181
54.397,0.48079746212971836,-0.04848455577723547
54.446,0.48446714859643214,-0.0970152221416615
54.497,0.5021396564699391,0.015259513826127046
54.546,0.490410751786509,-0.0010360151115577996
54.597,0.48894703074581636,-0.03799866881288114
54.647,0.5061161190964893,0.03688427580014377
54.697,0.5041582291480888,-0.049164522259966544
54.746,0.5003175022962434,0.050209648659826966
54.796,0.4828402299045793,-0.011352168938881383
54.847,0.4974352698120803,0.035192995910459726
54.897,0.49284356182340594,0.02704317087637411
54.946,0.4768708481217984,-0.06683632267160032
54.996,0.49746984803951205,-0.03210289989061172
55.047,0.49064282884427246,0.04784699907995226
55.097,0.49017968555467106,0.03228540349047906
55.146,0.4972077762424412,0.028192612033725195
55.197,0.4792949950924838,0.12617311022873562
55.247,0.4879200799612283,-0.01202280850420601
55.297,0.5031471276366408,-0.031144710126563797
55.346,0.4977267134044179,0.07600663625364448
55.397,0.4872063945708386,-0.04378038596829302
55.446,0.48911780571248037,0.05520062745420268
55.497,0.49270007745284866,-0.052477548948795874
55.547,0.5052263780200248,-0.07580817401559112
55.597,0.4958067648949224,-0.02469458623250547
55.646,0.5026687262016729,0.02345634111824578
55.696,0.4951427702010637,-0.03845755745038017
55.746,0.4863258570404568,-0.04960623503527509
55.797,0.48596000112071575,-0.11072071803995268
55.846,0.48389266405319076,-0.19142372362418186
55.897,0.4746439904689289,-0.17496676166463662
55.946,0.49106338836751656,-0.1555244556189384
55.997,0.5033377308823679,-0.23397650701526687
56.046,0.4852285237821503,-0.0863765222018105
56.097,0.5034589441053233,0.0067851318261324955
56.147,0.4660701696601769,-0.12003059463875157
56.196,0.504546520930585,0.005816771721482009
56.246,0.5140453224075302,-0.032204385660948985
56.297,0.5004901783683003,-0.022082794591000147
56.346,0.4830745526535762,0.01646505758545882
56.397,0.46458483435264614,-0.0746000969208165
56.446,0.4877129035399739,-0.006296645791081101
56.497,0.49540626700797774,0.041682861557418766
56.546,0.4816431479402783,0.009580800750436203
56.596,0.4916544007675221,-0.06146084009194552
56.646,0.4809201833956858,-0.006038294672447459
56.697,0.48924661819304993,-0.03800628075124004
56.746,0.4960254810629486,-0.01401734734664118
56.796,0.4888788045308047,-0.059038230069008366
56.847,0.483102095429137,-0.023188378077634842
56.896,0.4668395991845693,-0.1145637583169506
56.946,0.4988193931395977,-0.046733868463331274
56.997,0.48967361518899405,0.053224344740430245
57.046,0.482986345933436,0.05139289894902731
57.097,0.4792571862619843,-0.0006889873874407423
57.146,0.4710156795635744,-0.04329854795158062
57.196,0.49484818968411515,-0.029666461914497535
57.246,0.48952849085958966,0.025016944576522985
57.296,0.48661660531128587,0.07919052117113656
57.346,0.4793271572349556,-0.03775245047456283
57.396,0.4798234795847888,0.05718460257140455
57.446,0.5063823495077793,0.04795158221457703
57.497,0.4917033099959714,-0.00672429081502272
57.546,0.48696890430199286,0.020700948953070893
57.597,0.49797479884751417,-0.017711495543196936
57.646,0.4764702085853194,0.0693867382295107
57.696,0.4944645877760296,-0.04926508741135117
57.746,0.4872052041804881,0.08463749212307599
57.797,0.5070456071266918,0.02888160571098442
57.846,0.4891796464122596,0.012481356710106624
57.896,0.5001185470399412,0.07242174343739832
57.946,0.4797243920879383,0.07808977063456086
57.996,0.4921532737997563,-0.00704970005920377
58.046,0.5151321657229103,0.03197726434477026
58.097,0.4879336135804064,0.005605692089171977
58.146,0.5001627128050865,0.057718779450704596
58.196,0.48635057175711416,-0.07734009576560277
58.246,0.5049903370882982,0.03296814574825529
58.296,0.4778529412770848,0.07787201354669884
58.347,0.48723547210220847,0.021162540417644645
58.396,0.468439862658057,0.01330079670987973
58.446,0.5068341127219963,-0.0808397363900842
58.497,0.48635669825338623,0.016959775524819875
58.547,0.4783641608563081,0.001767137061842591
58.596,0.4914346250253573,0.057659130887854314
58.646,0.4942359261777126,-0.002799959146042881
58.697,0.49184483391921474,0.03027391776010596
58.746,0.4950957988384579,0.0660939618672211
58.796,0.4719750132630369,-0.042697596206873724
58.846,0.4882063638049065,-0.06385955798815689
58.897,0.48800447207282865,-0.08072378776168639
58.947,0.5002495946352429,-0.022761323496669542
58.997,0.5040676585706707,0.03048412102439274
59.046,0.5026556542461765,0.006472397241659096
59.096,0.5068926007026214,-0.031423877295155375
59.146,0.4770588798280959,-0.10167832285551637
59.197,0.46432565235987383,0.01817149509751241
59.246,0.4914122018819058,0.04988937858888645
59.296,0.4787295365765058,-0.005718631763310375
59.346,0.49501941492982354,-0.07509517103247051
59.397,0.4829338425321669,-0.01796281633986491
59.446,0.4883183697820799,-0.04694387021315345
59.497,0.49521886165635604,-0.01228251123894853
59.546,0.49184176649549627,-0.07501478602837153
59.596,0.4876877838048645,0.009250769213241914
59.646,0.48988470629292513,-0.12408755993721526
59.696,0.49598426985519906,-0.03771256685424946
59.746,0.4891538821151571,0.006052659138429758
59.797,0.480669766130319,-0.08875009998897225
59.846,0.48238339924425794,0.01582515852032783
59.897,0.4743813248563744,-0.009041341002967511
59.946,0.496429335060472,0.03506096430575448
59.996,0.48727057865608314,0.0324264461372328
60.046,0.48129459049235823,-0.03599762189494576
60.097,0.49187028063389976,-0.007810455762396231
60.146,0.4818366631813561,-0.02760412999102927
60.197,0.4839627524638417,-0.002677054276290919
60.246,0.4830771664321043,0.04537568798637422
60.297,0.48307393034151325,0.06751702808791141
60.346,0.4638361355561189,0.18318035466225288
60.397,0.5075523418781875,0.24076243428300015
60.447,0.48195076337883125,0.324221919266521
60.496,0.46925702075995,0.31197789515574453
