time,gps_x,gps_y
30.0,4.000009560872201,0.0005502875787466999
31.001,4.610086629493957,0.23031177841820177
32.0,3.6913244230030067,0.26444831357444415
33.0,4.361825518723816,-0.2310181320275013
34.0,3.6256538904993123,-0.061697608545528804
35.006,4.185309826168432,0.024762411442123378
36.0,4.144181542269097,0.40654124494028027
37.0,4.150536486033463,0.9935810511883327
38.0,4.283428307960233,1.6882455472214968
39.0,4.081629208331718,1.8012924755749826
40.0,3.9059952839197,2.9825587813003462
41.0,4.3498773368386425,3.2019045950139655
42.0,4.417265208437187,3.407963743138748
43.0,3.871234415821921,4.446184068909171
44.0,3.5664627521959575,4.6837551638008605
45.0,3.325616981989275,4.500850854108747
46.0,3.025980714459635,4.772739284608751
47.0,2.636084672661058,5.09200718103037
48.0,1.9598025910484527,5.378418137494458
49.0,1.6184899849045875,4.998539292252176
50.0,0.4420917717404933,4.660309258157537
51.001,0.6181005561170072,5.019223480429777
52.0,-0.12381608670440869,5.033945847571236
53.0,-0.7706103208619306,4.831081045241681
54.0,-1.3479707659733111,4.680564896674556
55.0,-1.1018836464995072,4.49972352971
56.0,-1.8784506990047078,4.7917352543388105
57.0,-2.8402197749827947,5.12972644755186
58.001,-2.9373506273057313,4.929687319077901
59.0,-3.4104252010587652,4.976838923187613
60.0,-4.318231202813207,4.762173527695231
61.0,-4.792816895594129,5.092811019931418
62.0,-4.539690939896267,4.682151940884816
63.0,-5.358200829513405,4.779246999191561
64.0,-6.0661333294750275,4.164922955287575
65.0,-6.238644141808047,4.156585744457269
66.001,-5.861828869449058,3.509301742989331
67.0,-6.394259241601526,3.3351782416483666
68.0,-6.662288547377868,2.430495090223119
69.0,-6.528965326050393,2.2911830078898525
70.0,-6.24653539382723,1.6210006261875813
71.0,-5.683412600850838,1.0799354882615877
72.0,-6.272945875423895,0.6266914971933228
73.0,-5.657264154453521,0.3443038640641744
74.001,-6.413079736743569,-0.3018861179764679
75.0,-6.430277553918087,-1.0045156666184762
76.0,-6.156123955735577,-1.8049001494453742
77.0,-6.105592969733282,-1.641662878394873
78.0,-6.333424056808472,-2.9732376832042884
79.0,-6.307278863802949,-2.83898726589096
80.0,-5.757462800849376,-3.4370285158489255
81.0,-5.6772052298646845,-4.275321030456036
82.0,-5.5278029027401665,-4.831210917836532
83.0,-4.977233611158438,-4.280697941004272
84.0,-4.306182634323256,-4.887198255679864
85.001,-4.063982591097988,-4.85361554030245
86.0,-3.460075361870412,-4.899061485749256
87.0,-2.5015103922967596,-3.9098863847016174
88.001,-3.0709696600534064,-4.835910944771655
89.0,-1.9706292915839185,-4.610356014638832
90.0,-1.7132977578512327,-4.450390488884995
91.002,-1.4915096190142356,-4.813593159064009
92.001,-0.5005349079807304,-4.8009994696499225
93.0,-0.6616380275111962,-4.816191465896785
94.0,0.4154802940593041,-4.391840490888995
95.0,0.8090409900726185,-4.850719653861133
96.0,1.7769312498228587,-4.780217761661677
97.0,2.1763811898144345,-4.312092395818068
98.001,2.5193874191167396,-5.070059244536243
99.0,3.2574776769200984,-5.211618658546346
100.0,3.7101267001799965,-5.047096731232533
101.0,4.0900463894857,-4.591944728244539
102.001,4.246771506094248,-4.190743460763117
103.0,4.195687177640475,-3.5995866985347655
104.001,4.05908317750807,-3.333978253476073
105.0,3.7888854905848044,-3.0177251440065684
106.0,4.4268297271528985,-2.814066371724714
107.0,3.629806432895429,-2.0973746532691937
108.0,4.130816405458495,-1.1667770855972108
109.0,4.329786112128161,-0.8481748180396689
110.0,4.325922037296537,-0.5483799401048741
111.0,4.529717650881477,-0.4441878343688291
112.001,1.4639186543444769,0.14465444910395836
113.0,3.776262063134525,0.542509022442403
114.0,4.392167589820551,1.6559070226970776
115.0,4.3809947672754905,2.1672239738282544
116.0,4.4826744869181825,1.6759698446248903
117.0,4.3572008800564594,1.6957971349905034
118.0,3.876169667341645,2.121861991527124
119.0,4.394322541623455,2.1534940315311735
120.0,4.020409726892507,2.1837127372543006
121.0,4.070976217157046,2.070458751650826
